Price hub,Trade date,Delivery start date,"Delivery 
end date",High price $/MWh,Low price $/MWh,Wtd avg price $/MWh,Change,Daily volume MWh,Number of trades,Number of counterparties
Nepool MH DA LMP Peak,7/7/2023 0:00,7/10/2023 0:00,7/10/2023 0:00,40,38.5,39,-35.52,2400,3,4
PJM WH Real Time Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,47.5,43.45,45.21,5.5,24000,30,24
Nepool MH DA LMP Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,38.25,36.75,37.82,-1.18,25600,30,19
Mid C Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,61,50,57.97,5.4,18000,45,18
Palo Verde Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,68,66,67.25,16.06,5600,14,10
NP15 EZ Gen DA LMP Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,45.5,45.5,45.5,29,800,2,2
SP15 EZ Gen DA LMP Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,49,48,48.2,14.71,12000,30,16
Indiana Hub RT Peak,7/10/2023 0:00,7/11/2023 0:00,7/11/2023 0:00,44.5,44.5,44.5,5.75,800,1,2
Mid C Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,57,50,54.76,-3.21,18400,44,18
NP15 EZ Gen DA LMP Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,45.5,45.5,45.5,0,400,1,2
PJM WH Real Time Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,45.65,44,44.95,-0.26,67200,76,28
SP15 EZ Gen DA LMP Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,53,50,51.43,3.23,20800,45,20
Nepool MH DA LMP Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,47.5,46,46.77,8.95,24000,29,21
Palo Verde Peak,7/11/2023 0:00,7/12/2023 0:00,7/12/2023 0:00,71,67.5,68.93,1.68,8000,20,12
Palo Verde Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,72,68,69.77,0.84,5200,13,13
Nepool MH DA LMP Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,41.25,39.5,40.43,-6.34,8000,9,11
SP15 EZ Gen DA LMP Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,55,51,52.61,1.18,20800,45,18
PJM WH Real Time Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,50.95,46.5,47.88,2.93,23200,27,28
NP15 EZ Gen DA LMP Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,48.5,47.5,47.88,2.38,3200,8,4
Mid C Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,75,61,65.46,10.7,16400,41,17
Indiana Hub RT Peak,7/12/2023 0:00,7/13/2023 0:00,7/13/2023 0:00,43,43,43,-1.5,1600,2,3
Palo Verde Peak,7/13/2023 0:00,7/14/2023 0:00,7/15/2023 0:00,90,85,87.32,17.55,17600,21,15
PJM WH Real Time Peak,7/13/2023 0:00,7/14/2023 0:00,7/14/2023 0:00,45.5,43.6,44.35,-3.53,29600,37,26
Indiana Hub RT Peak,7/13/2023 0:00,7/14/2023 0:00,7/14/2023 0:00,48,47,47.38,4.38,3200,4,6
SP15 EZ Gen DA LMP Peak,7/13/2023 0:00,7/14/2023 0:00,7/15/2023 0:00,75,65,68.1,15.49,49600,58,25
Mid C Peak,7/13/2023 0:00,7/14/2023 0:00,7/15/2023 0:00,112,98,106.28,40.82,44000,55,20
Nepool MH DA LMP Peak,7/13/2023 0:00,7/14/2023 0:00,7/14/2023 0:00,36,35,35.41,-5.02,8000,10,10
Mid C Peak,7/14/2023 0:00,7/17/2023 0:00,7/17/2023 0:00,105,98,102.56,-3.72,14800,36,14
PJM WH Real Time Peak,7/14/2023 0:00,7/17/2023 0:00,7/17/2023 0:00,52.5,50,50.92,6.57,31200,30,24
Palo Verde Peak,7/14/2023 0:00,7/17/2023 0:00,7/17/2023 0:00,145,123,129.47,42.15,12000,27,21
SP15 EZ Gen DA LMP Peak,7/14/2023 0:00,7/17/2023 0:00,7/17/2023 0:00,100,91,94.55,26.45,35600,85,30
Palo Verde Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,160,134,137.71,8.24,11600,27,17
Mid C Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,152,120,126.22,23.66,18800,46,15
Nepool MH DA LMP Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,46.5,45,45.91,10.5,8000,10,11
Indiana Hub RT Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,45.95,45,45.32,-2.06,2400,3,3
SP15 EZ Gen DA LMP Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,99.5,93,97.27,2.72,21200,51,27
PJM WH Real Time Peak,7/17/2023 0:00,7/18/2023 0:00,7/18/2023 0:00,45.5,44.5,44.84,-6.08,14400,18,15
Mid C Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,125,113,117.87,-8.35,20000,50,18
Nepool MH DA LMP Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,40,39,39.35,-6.56,8000,10,12
Indiana Hub RT Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,44.75,44.75,44.75,-0.57,800,1,2
SP15 EZ Gen DA LMP Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,78,75,77.17,-20.1,9200,22,15
Palo Verde Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,110,100,103.41,-34.3,8800,22,12
PJM WH Real Time Peak,7/18/2023 0:00,7/19/2023 0:00,7/19/2023 0:00,42,40.05,41.09,-3.75,35200,41,29
PJM WH Real Time Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,40.5,39.5,40.03,-1.06,13600,17,16
Indiana Hub RT Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,42,42,42,-2.75,800,1,2
Palo Verde Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,157,125,138.03,34.62,19200,45,19
SP15 EZ Gen DA LMP Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,99,85,94,16.83,31200,73,28
Nepool MH DA LMP Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,35.25,34.5,35.04,-4.31,15200,18,16
NP15 EZ Gen DA LMP Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,84,78,80.69,32.81,4800,12,11
Mid C Peak,7/19/2023 0:00,7/20/2023 0:00,7/20/2023 0:00,155,130,137.12,19.25,10400,26,12
PJM WH Real Time Peak,7/20/2023 0:00,7/21/2023 0:00,7/21/2023 0:00,41.5,38.5,39.5,-0.53,16800,21,22
Palo Verde Peak,7/20/2023 0:00,7/21/2023 0:00,7/22/2023 0:00,159,140,148.33,10.3,39200,47,19
Nepool MH DA LMP Peak,7/20/2023 0:00,7/21/2023 0:00,7/21/2023 0:00,31.75,31,31.27,-3.77,12800,13,13
NP15 EZ Gen DA LMP Peak,7/20/2023 0:00,7/21/2023 0:00,7/22/2023 0:00,86,86,86,5.31,1600,2,2
SP15 EZ Gen DA LMP Peak,7/20/2023 0:00,7/21/2023 0:00,7/22/2023 0:00,105,99,101.98,7.98,48800,57,25
Mid C Peak,7/20/2023 0:00,7/21/2023 0:00,7/22/2023 0:00,130,114,122.79,-14.33,22400,28,15
Palo Verde Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,131,128,129.35,-18.98,9600,23,13
Mid C Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,101,90,96.15,-26.64,16800,42,20
Nepool MH DA LMP Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,43.5,43,43.19,11.92,3200,4,7
SP15 EZ Gen DA LMP Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,110,95,98.97,-3.01,34400,82,20
PJM WH Real Time Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,50,43.25,44.95,5.45,26400,32,25
Indiana Hub RT Peak,7/21/2023 0:00,7/24/2023 0:00,7/24/2023 0:00,45.5,45.5,45.5,3.5,800,1,2
SP15 EZ Gen DA LMP Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,114,105,111.69,12.72,19600,48,21
Palo Verde Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,150,145,147.63,18.28,10400,25,18
Indiana Hub RT Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,61,61,61,15.5,800,1,2
Nepool MH DA LMP Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,43.75,43,43.08,-0.11,12800,16,14
Mid C Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,108,102,104.15,8,15600,38,18
PJM WH Real Time Peak,7/24/2023 0:00,7/25/2023 0:00,7/25/2023 0:00,55.25,50.5,52.43,7.48,39200,49,27
Indiana Hub RT Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,77.5,75,76.63,15.63,3200,4,4
Palo Verde Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,130,124,126.26,-21.37,9200,23,17
PJM WH Real Time Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,61.5,55,57.97,5.54,55200,69,28
SP15 EZ Gen DA LMP Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,105,97.5,99.66,-12.03,21600,52,24
Nepool MH DA LMP Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,70,62.5,65.66,22.58,23200,29,16
Mid C Peak,7/25/2023 0:00,7/26/2023 0:00,7/26/2023 0:00,110,103,105.2,1.05,8000,20,12
Indiana Hub RT Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,110,110,110,33.37,800,1,2
NP15 EZ Gen DA LMP Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,84.5,82,83.5,-2.5,1200,3,5
PJM WH Real Time Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,104,88,93.58,35.61,33600,42,26
Palo Verde Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,250,215,234.29,108.03,11200,27,14
Mid C Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,116,100,111.3,6.1,10800,25,11
Nepool MH DA LMP Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,86.25,82,83.8,18.14,25600,30,21
SP15 EZ Gen DA LMP Peak,7/26/2023 0:00,7/27/2023 0:00,7/27/2023 0:00,170,125,159.26,59.6,24000,59,27
Mid C Peak,7/27/2023 0:00,7/28/2023 0:00,7/29/2023 0:00,114,107,108.45,-2.85,26400,33,15
SP15 EZ Gen DA LMP Peak,7/27/2023 0:00,7/28/2023 0:00,7/29/2023 0:00,158,145,152.43,-6.83,23200,28,19
PJM WH Real Time Peak,7/27/2023 0:00,7/28/2023 0:00,7/28/2023 0:00,156,134.25,145.34,51.76,22400,28,24
Nepool MH DA LMP Peak,7/27/2023 0:00,7/28/2023 0:00,7/28/2023 0:00,125,115,121.03,37.23,34400,41,23
Palo Verde Peak,7/27/2023 0:00,7/28/2023 0:00,7/29/2023 0:00,197,185,191.92,-42.37,14400,18,14
PJM WH Real Time Peak,7/28/2023 0:00,7/31/2023 0:00,7/31/2023 0:00,40.45,39,39.3,-106.04,10400,11,13
Palo Verde Peak,7/28/2023 0:00,7/31/2023 0:00,7/31/2023 0:00,177,172.5,174.56,-17.36,9600,24,17
SP15 EZ Gen DA LMP Peak,7/28/2023 0:00,7/31/2023 0:00,7/31/2023 0:00,149,145,147.16,-5.27,11200,27,18
Mid C Peak,7/28/2023 0:00,7/31/2023 0:00,7/31/2023 0:00,118,109,113.03,4.58,11600,29,15
Nepool MH DA LMP Peak,7/28/2023 0:00,7/31/2023 0:00,7/31/2023 0:00,32.5,32,32.38,-88.65,3200,4,4
Palo Verde Peak,7/31/2023 0:00,8/1/2023 0:00,8/1/2023 0:00,115,108,112,-62.56,7200,18,12
Nepool MH DA LMP Peak,7/31/2023 0:00,8/1/2023 0:00,8/1/2023 0:00,28.75,27.5,28.03,-4.35,14400,13,11
Mid C Peak,7/31/2023 0:00,8/1/2023 0:00,8/1/2023 0:00,115.25,108,112.08,-0.95,11600,29,14
PJM WH Real Time Peak,7/31/2023 0:00,8/1/2023 0:00,8/1/2023 0:00,38.9,36.25,37.6,-1.7,16800,21,19
SP15 EZ Gen DA LMP Peak,7/31/2023 0:00,8/1/2023 0:00,8/1/2023 0:00,94,85,91.71,-55.45,23200,48,17
Palo Verde Peak,8/1/2023 0:00,8/2/2023 0:00,8/2/2023 0:00,105,103,104.4,-7.6,8000,20,12
Nepool MH DA LMP Peak,8/1/2023 0:00,8/2/2023 0:00,8/2/2023 0:00,31,30,30.85,2.82,12000,12,9
Mid C Peak,8/1/2023 0:00,8/2/2023 0:00,8/2/2023 0:00,138,121,127.69,15.61,5200,13,9
PJM WH Real Time Peak,8/1/2023 0:00,8/2/2023 0:00,8/2/2023 0:00,34.9,32.5,33.88,-3.72,23200,28,19
SP15 EZ Gen DA LMP Peak,8/1/2023 0:00,8/2/2023 0:00,8/2/2023 0:00,86,81.5,84.31,-7.4,33200,62,19
Mid C Peak,8/2/2023 0:00,8/3/2023 0:00,8/3/2023 0:00,120,113,114.76,-12.93,14400,36,14
PJM WH Real Time Peak,8/2/2023 0:00,8/3/2023 0:00,8/3/2023 0:00,37.25,34.75,36.18,2.3,36000,44,33
Nepool MH DA LMP Peak,8/2/2023 0:00,8/3/2023 0:00,8/3/2023 0:00,31,29.75,30.17,-0.68,7200,9,10
SP15 EZ Gen DA LMP Peak,8/2/2023 0:00,8/3/2023 0:00,8/3/2023 0:00,81,75,79.95,-4.36,30400,66,17
Palo Verde Peak,8/2/2023 0:00,8/3/2023 0:00,8/3/2023 0:00,102,98,100.26,-4.14,8400,21,12
Indiana Hub RT Peak,8/3/2023 0:00,8/4/2023 0:00,8/4/2023 0:00,41,41,41,-69,800,1,2
Nepool MH DA LMP Peak,8/3/2023 0:00,8/4/2023 0:00,8/4/2023 0:00,30.5,30,30.21,0.04,7200,9,10
PJM WH Real Time Peak,8/3/2023 0:00,8/4/2023 0:00,8/4/2023 0:00,36.5,34.75,36.06,-0.12,17600,22,19
Mid C Peak,8/3/2023 0:00,8/4/2023 0:00,8/5/2023 0:00,118,104,110.29,-4.47,30400,37,13
SP15 EZ Gen DA LMP Peak,8/3/2023 0:00,8/4/2023 0:00,8/5/2023 0:00,76,73,74.06,-5.89,20000,24,18
Palo Verde Peak,8/3/2023 0:00,8/4/2023 0:00,8/5/2023 0:00,94,90,92.19,-8.07,16000,17,10
Palo Verde Peak,8/4/2023 0:00,8/7/2023 0:00,8/7/2023 0:00,120,117,119.06,26.87,4800,12,8
PJM WH Real Time Peak,8/4/2023 0:00,8/7/2023 0:00,8/7/2023 0:00,42.2,39.25,40.58,4.52,16800,21,15
Mid C Peak,8/4/2023 0:00,8/7/2023 0:00,8/7/2023 0:00,115,107,109.61,-0.68,19200,48,18
SP15 EZ Gen DA LMP Peak,8/4/2023 0:00,8/7/2023 0:00,8/7/2023 0:00,104.5,97,101.92,27.86,7600,16,13
NP15 EZ Gen DA LMP Peak,8/4/2023 0:00,8/7/2023 0:00,8/7/2023 0:00,79,78,78.27,-5.23,4400,7,3
PJM WH Real Time Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,34.75,33.35,34.01,-6.57,12800,16,15
Nepool MH DA LMP Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,33.5,33,33.21,3,5600,7,6
SP15 EZ Gen DA LMP Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,75,71,72.08,-29.84,10000,25,12
NP15 EZ Gen DA LMP Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,70,65,66.05,-12.22,2000,5,5
Mid C Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,100,95.5,97.02,-12.59,18000,45,16
Palo Verde Peak,8/7/2023 0:00,8/8/2023 0:00,8/8/2023 0:00,93,90,90.42,-28.64,4800,12,9
SP15 EZ Gen DA LMP Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,52,49,49.93,-22.15,21600,48,19
Nepool MH DA LMP Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,30.5,29.75,30.09,-3.12,12000,15,12
Mid C Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,80,65,69.73,-27.29,26400,64,21
Palo Verde Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,68,65,66.03,-24.39,6800,17,12
PJM WH Real Time Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,38.5,35.25,36.85,2.84,17600,22,22
NP15 EZ Gen DA LMP Peak,8/8/2023 0:00,8/9/2023 0:00,8/9/2023 0:00,49.25,49.25,49.25,-16.8,800,2,2
PJM WH Real Time Peak,8/9/2023 0:00,8/10/2023 0:00,8/10/2023 0:00,36.5,34.55,35.82,-1.03,14400,18,21
Nepool MH DA LMP Peak,8/9/2023 0:00,8/10/2023 0:00,8/10/2023 0:00,31,30.25,30.57,0.48,8800,8,9
Mid C Peak,8/9/2023 0:00,8/10/2023 0:00,8/10/2023 0:00,71,62.25,69.35,-0.38,13600,34,18
Palo Verde Peak,8/9/2023 0:00,8/10/2023 0:00,8/10/2023 0:00,69.5,66,68.19,2.16,3200,8,11
SP15 EZ Gen DA LMP Peak,8/9/2023 0:00,8/10/2023 0:00,8/10/2023 0:00,52.5,51,51.68,1.75,12000,22,14
Nepool MH DA LMP Peak,8/10/2023 0:00,8/11/2023 0:00,8/11/2023 0:00,27.75,27.75,27.75,-2.82,4800,5,5
PJM WH Real Time Peak,8/10/2023 0:00,8/11/2023 0:00,8/11/2023 0:00,43.5,39.5,41.36,5.54,40800,50,26
Mid C Peak,8/10/2023 0:00,8/11/2023 0:00,8/12/2023 0:00,75,69,71.95,2.6,45600,54,17
SP15 EZ Gen DA LMP Peak,8/10/2023 0:00,8/11/2023 0:00,8/12/2023 0:00,50,48,48.83,-2.85,28800,31,17
Palo Verde Peak,8/10/2023 0:00,8/11/2023 0:00,8/12/2023 0:00,66,66,66,-2.19,4800,6,6
PJM WH Real Time Peak,8/11/2023 0:00,8/14/2023 0:00,8/14/2023 0:00,42.25,40.6,41.49,0.13,8000,10,11
Mid C Peak,8/11/2023 0:00,8/14/2023 0:00,8/14/2023 0:00,170,150,161.09,89.14,18000,45,15
SP15 EZ Gen DA LMP Peak,8/11/2023 0:00,8/14/2023 0:00,8/14/2023 0:00,90,86,88.52,39.69,20400,47,19
Palo Verde Peak,8/11/2023 0:00,8/14/2023 0:00,8/14/2023 0:00,113,110,111.06,45.06,6400,16,11
NP15 EZ Gen DA LMP Peak,8/11/2023 0:00,8/14/2023 0:00,8/14/2023 0:00,89,88,88.79,39.54,2800,7,3
PJM WH Real Time Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,46,43.75,44.79,3.3,32800,41,30
Indiana Hub RT Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,42.5,42.5,42.5,1.5,800,1,2
Palo Verde Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,325,300,305.86,194.8,2800,7,6
SP15 EZ Gen DA LMP Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,220,201,209.09,120.57,20000,46,27
Nepool MH DA LMP Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,32,30.5,30.89,3.14,11200,12,12
Mid C Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,500,325,354.63,193.54,12000,30,13
NP15 EZ Gen DA LMP Peak,8/14/2023 0:00,8/15/2023 0:00,8/15/2023 0:00,208,208,208,119.21,400,1,2
Palo Verde Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,999,998,998.75,692.89,1600,4,6
Mid C Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,999,900,976.38,621.75,5200,13,12
PJM WH Real Time Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,38.75,37,38.33,-6.46,11200,14,10
SP15 EZ Gen DA LMP Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,395,250,348.19,139.1,14800,37,24
Nepool MH DA LMP Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,29,28.65,28.91,-1.98,3200,4,5
NP15 EZ Gen DA LMP Peak,8/15/2023 0:00,8/16/2023 0:00,8/16/2023 0:00,367.95,330,351.24,143.24,1600,4,4
NP15 EZ Gen DA LMP Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,139,139,139,-212.24,800,2,3
Palo Verde Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,210,181,193.32,-805.43,8800,21,13
PJM WH Real Time Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,35.5,34.75,35.23,-3.1,20000,25,15
Mid C Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,167,150,162.09,-814.29,21200,53,15
SP15 EZ Gen DA LMP Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,165,142,151.53,-196.66,24400,60,29
Nepool MH DA LMP Peak,8/16/2023 0:00,8/17/2023 0:00,8/17/2023 0:00,29.75,29.75,29.75,0.84,1600,2,4
NP15 EZ Gen DA LMP Peak,8/17/2023 0:00,8/18/2023 0:00,8/19/2023 0:00,56,55.5,55.83,-83.17,2400,3,3
PJM WH Real Time Peak,8/17/2023 0:00,8/18/2023 0:00,8/18/2023 0:00,31.35,30.2,30.47,-4.76,20800,26,15
Mid C Peak,8/17/2023 0:00,8/18/2023 0:00,8/19/2023 0:00,70,56.5,62.31,-99.78,32000,36,16
SP15 EZ Gen DA LMP Peak,8/17/2023 0:00,8/18/2023 0:00,8/19/2023 0:00,65,60,60.53,-91,58400,55,19
Palo Verde Peak,8/17/2023 0:00,8/18/2023 0:00,8/19/2023 0:00,78,74,75.8,-117.52,11200,14,12
Nepool MH DA LMP Peak,8/17/2023 0:00,8/18/2023 0:00,8/18/2023 0:00,30.25,30.25,30.25,0.5,800,1,2
Palo Verde Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,65,63,64.38,-11.42,3200,8,8
Indiana Hub RT Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,73,68,70.99,28.49,4000,5,6
NP15 EZ Gen DA LMP Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,50,50,50,-5.83,2800,7,5
SP15 EZ Gen DA LMP Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,50,47,49.19,-11.34,26800,60,22
Mid C Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,79,70,74.08,11.77,14800,37,14
PJM WH Real Time Peak,8/18/2023 0:00,8/21/2023 0:00,8/21/2023 0:00,68,64,65.69,35.22,12800,16,17
Indiana Hub RT Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,56.25,56.25,56.25,-14.74,1600,2,3
Nepool MH DA LMP Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,28,27.5,27.75,-2.5,8000,10,8
SP15 EZ Gen DA LMP Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,46,42,43.38,-5.81,8400,21,12
Mid C Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,70,50,55.05,-19.03,8800,22,11
PJM WH Real Time Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,43,39.75,41.38,-24.31,40000,50,29
Palo Verde Peak,8/21/2023 0:00,8/22/2023 0:00,8/22/2023 0:00,60,58,58.5,-5.88,1600,4,4
Palo Verde Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,60,58,58.75,-2.75,1600,4,6
Indiana Hub RT Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,90,90,90,25,1600,2,3
SP15 EZ Gen DA LMP Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,45,42,43.46,-5.18,14000,35,13
PJM WH Real Time Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,47,42.75,44.42,6.24,20800,26,24
Mid C Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,72,60.5,64.73,9.3,12400,31,13
Nepool MH DA LMP Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,25,24.75,24.88,-0.12,1600,2,3
NP15 EZ Gen DA LMP Peak,8/23/2023 0:00,8/24/2023 0:00,8/24/2023 0:00,49.5,49,49.13,-0.87,2400,6,4
Nepool MH DA LMP Peak,8/24/2023 0:00,8/25/2023 0:00,8/25/2023 0:00,26,25,25.86,0.98,11200,13,13
SP15 EZ Gen DA LMP Peak,8/24/2023 0:00,8/25/2023 0:00,8/26/2023 0:00,46,40,44.48,1.02,34400,41,14
Indiana Hub RT Peak,8/24/2023 0:00,8/25/2023 0:00,8/25/2023 0:00,78,74,75.8,-14.2,4000,5,6
Palo Verde Peak,8/24/2023 0:00,8/25/2023 0:00,8/26/2023 0:00,67,62.5,64.62,5.87,22400,28,15
PJM WH Real Time Peak,8/24/2023 0:00,8/25/2023 0:00,8/25/2023 0:00,48,44,45.96,1.54,39200,49,30
Mid C Peak,8/24/2023 0:00,8/25/2023 0:00,8/26/2023 0:00,74,69,71.49,6.76,32800,37,16
PJM WH Real Time Peak,8/25/2023 0:00,8/28/2023 0:00,8/28/2023 0:00,32.85,32.75,32.79,-13.17,6400,8,7
SP15 EZ Gen DA LMP Peak,8/25/2023 0:00,8/28/2023 0:00,8/28/2023 0:00,113,109,110.76,66.28,22000,48,19
NP15 EZ Gen DA LMP Peak,8/25/2023 0:00,8/28/2023 0:00,8/28/2023 0:00,85,82,84.67,35.54,3600,9,8
Mid C Peak,8/25/2023 0:00,8/28/2023 0:00,8/28/2023 0:00,120,107,111.53,40.04,14000,34,15
Palo Verde Peak,8/25/2023 0:00,8/28/2023 0:00,8/28/2023 0:00,146,141,143.67,79.05,6000,15,14
SP15 EZ Gen DA LMP Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,175,155,165.98,55.22,26000,65,23
Mid C Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,52,44,48.03,-63.5,24400,58,19
Palo Verde Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,200,190.5,198.32,54.65,4400,11,10
NP15 EZ Gen DA LMP Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,74,70,71.58,-13.09,15200,32,11
Nepool MH DA LMP Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,30,29,29.33,3.47,7200,9,10
PJM WH Real Time Peak,8/28/2023 0:00,8/29/2023 0:00,8/29/2023 0:00,37,35.95,36.58,3.79,12800,16,16
Palo Verde Peak,8/29/2023 0:00,8/30/2023 0:00,8/30/2023 0:00,110,103,106.76,-91.56,8800,22,15
SP15 EZ Gen DA LMP Peak,8/29/2023 0:00,8/30/2023 0:00,8/30/2023 0:00,90,85,86.74,-79.24,23600,57,25
Mid C Peak,8/29/2023 0:00,8/30/2023 0:00,8/30/2023 0:00,42,34.25,36.02,-12.01,5200,13,10
