date,forecast,lower_ci,upper_ci
2020-06-04,1.5057781347571917,-0.5374159062959957,3.5705531515146194
2020-06-05,1.438387137950757,-0.3374187266548465,3.620910923897749
2020-06-08,1.451890310011791,-0.6151193665608927,3.5391719101140287
2020-06-09,1.4702287079889504,-0.45784566853400804,3.3352040820976754
2020-06-10,1.5534503326510936,-0.4078071310140914,3.598459172328841
2020-06-11,1.4649649759359156,-0.5681669387095876,3.445316911948902
2020-06-12,1.372630032829107,-0.5857336194996053,3.3905429190633063
2020-06-15,1.3165241477653327,-0.735831939273443,3.1960860948746
2020-06-16,1.3151708547180294,-0.6291009471051733,3.2517052413960355
2020-06-17,1.3812848679361305,-0.5260920726984405,3.295559955871812
2020-06-18,1.2787122862781264,-0.5359264860817533,3.2368497450903946
2020-06-19,1.1756901624743512,-0.8487025258071823,3.2900219173062113
2020-06-22,1.110674578582489,-0.8337251416610431,3.029678044756474
2020-06-23,1.114588607009386,-0.698469190315709,3.084747604806704
2020-06-24,1.1901345917552164,-0.7738873902316736,3.1276761445410712
2020-06-25,1.1010546146110636,-0.9194518240534153,3.08846609905146
2020-06-26,1.0153957991557534,-1.035297646834883,2.986636892697086
2020-06-29,1.022607487152694,-0.8836565276524351,2.8919514789674747
2020-06-30,1.055936345268353,-0.9700009690895902,2.9690204266210944
2020-07-01,1.1627412031483306,-0.8796313936636353,3.1928996520286916
2020-07-02,1.1062093153043373,-0.7917770089552197,2.9768415327800293
2020-07-06,1.1592568306421176,-0.8024610831201681,3.104255693782209
2020-07-07,1.2229496405897091,-0.6930888246949898,3.089127867014518
2020-07-08,1.3580768139460875,-0.7300027858620687,3.2872782060775907
2020-07-09,1.3273873821725908,-0.5978682845156421,3.2525641516811405
2020-07-10,1.297975133532304,-0.7200263765995301,3.1850733014660233
2020-07-13,1.4525498515052941,-0.42744687064156883,3.374022259627358
2020-07-14,1.5255002126248296,-0.36256975055270074,3.4317915368676517
2020-07-15,1.6662718645288366,-0.38607371954305825,3.624284037349476
2020-07-16,1.6377003244097927,-0.187748146397807,3.5221559892736587
2020-07-17,1.607040301841145,-0.4599260318052593,3.533860102707033
2020-07-20,1.7402723681202388,-0.22031655274550757,3.7770973709468283
2020-07-21,1.8013783138756765,-0.06991291091537111,3.786903114095232
2020-07-22,1.928610394830482,-0.1366067449077016,3.9113710231330203
2020-07-23,1.8852446548652921,-0.15367627095251846,3.910474591819926
2020-07-24,1.8389862259579561,-0.16247644445679388,3.785100418283826
2020-07-27,1.9250145922803465,-0.030033594259144394,3.7644515301922956
2020-07-28,1.9716187676007149,0.028763784896092964,3.882012191044569
2020-07-29,2.085565013291305,0.055576779994233966,3.922018104795869
2020-07-30,2.030421223270742,-0.19101671857332478,3.861814339416676
2020-07-31,1.9741303385976967,0.12603064982353296,3.939743094956854
2020-08-03,2.0420236753252006,0.1900509497243458,4.056531113664891
2020-08-04,2.0867589108511604,-0.04791400191155651,3.890331706021198
2020-08-05,2.200866633211694,0.14090966701522223,3.9927010828062124
2020-08-06,2.147794417638692,0.1533389876329972,4.106287265687865
2020-08-07,2.095313925941118,0.1362907777516203,4.314889278754672
2020-08-10,2.1827273583026163,0.27110635272379713,4.202611630180362
2020-08-11,2.235726130443005,0.3555029124511999,3.9760114131343585
2020-08-12,2.358455755260841,0.339150087147578,4.15339036001318
2020-08-13,2.314039578993798,0.3361628960000334,4.334725844940536
2020-08-14,2.269928846831923,0.288355527524952,4.125403967723801
2020-08-17,2.3777532007278808,0.32490183051335814,4.3436042238398835
2020-08-18,2.4351196411008176,0.49278412351233514,4.22968192925585
2020-08-19,2.560646435153572,0.5527381576424425,4.5127241516334005
2020-08-20,2.5173043482110034,0.5596364868626634,4.56472700865653
2020-08-21,2.472435549465405,0.5153444801976227,4.300008365375378
2020-08-24,2.566576802554944,0.5873358558664256,4.443348379399208
2020-08-25,2.6156622138947094,0.7213523415234472,4.497832917230553
2020-08-26,2.7311936408878017,0.7771563469348214,4.680582804845878
2020-08-27,2.676285108184521,0.720679056598984,4.749175638670984
2020-08-28,2.618453379906231,0.4619833845909769,4.4707540292769625
2020-08-31,2.6674343930577957,0.47609751515479193,4.640443739439856
2020-09-01,2.700159695459387,0.8755726571447588,4.552994836360663
2020-09-02,2.7990900526361466,0.832680268963525,4.822046038352673
2020-09-03,2.727587334826962,0.6744560466400833,4.738590933336812
2020-09-04,2.6534089807073946,0.6028441491536508,4.534912535453898
2020-09-08,2.6765156100614904,0.6436279850066937,4.750895266674777
2020-09-09,2.7633947235234158,0.8789895698533482,4.700002546848781
2020-09-10,2.6811562093256462,0.8156497351940316,4.6370837017282875
2020-09-11,2.5976487830224237,0.6950262332182374,4.639391566629969
2020-09-14,2.582234816433871,0.4787419103762591,4.580054111607264
2020-09-15,2.598382629575478,0.6147373498288258,4.528378897399365
2020-09-16,2.6833998637877436,0.6448606170497175,4.7117666755705185
2020-09-17,2.6007100616516756,0.7379885253100634,4.552032227754428
2020-09-18,2.518087019735112,0.4912705972290309,4.499997561895979
2020-09-21,2.5123760831748614,0.489556394940593,4.5268012184142465
2020-09-22,2.5337335689979197,0.4895236370964103,4.549081469718225
2020-09-23,2.6247430767300783,0.6641808515231908,4.504763489637982
2020-09-24,2.5486993825054256,0.5739580521708224,4.5162846228551246
2020-09-25,2.473246610303934,0.4323893118704025,4.48674192820443
2020-09-28,2.4909166596217083,0.5400517081161209,4.393486241725272
2020-09-29,2.520283172892176,0.6959510020658756,4.530269029619289
2020-09-30,2.6192175719491715,0.5559940656477956,4.660353665875058
